name,glon,glat,ra,dec,nband,flux1,flux2,flux3,flux4,flux5,flux6,flux7,flux_err1,flux_err2,flux_err3,flux_err4,flux_err5,flux_err6,flux_err7,ercsc_name,note
PLCKERC G153.53+46.05,153.532013,46.058033,149.068680,59.306721,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G153.56+08.29,153.562180,8.291024,75.586258,55.442795,1,null,null,null,null,null,null,2365.610,null,null,null,null,null,null,365.358,null,0
PLCKERC G153.57-86.88,153.571457,-86.885468,14.602364,-24.437862,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G153.62+09.04,153.628815,9.043417,76.727806,55.836948,1,null,null,null,null,null,null,1858.997,null,null,null,null,null,null,269.802,null,0
PLCKERC G153.65+04.99,153.658493,4.991972,71.267693,53.304592,1,null,null,null,null,null,1513.913,null,null,null,null,null,null,237.265,null,null,0
PLCKERC G153.66+03.07,153.667572,3.079903,68.911865,52.033432,2,null,null,null,null,null,1435.391,4957.677,null,null,null,null,null,107.684,418.412,PLCKERC857 G023.01-66.45,0
PLCKERC G153.79+08.28,153.791702,8.287683,75.821121,55.259029,2,null,null,null,null,null,618.169,1940.968,null,null,null,null,null,102.077,232.069,PLCKERC044 G023.04+40.70,0
PLCKERC G153.84-08.79,153.842285,-8.797171,57.021126,43.225002,4,null,null,null,null,null,780.741,2220.952,null,null,null,null,null,120.275,323.996,PLCKERC070 G022.98+40.74,0
PLCKERC G153.85+08.80,153.855072,8.807199,76.622437,55.517216,3,null,null,null,null,null,895.862,3662.455,null,null,null,null,null,155.570,658.751,PLCKERC100 G023.05+40.77,0
PLCKERC G153.86+04.75,153.862167,4.751073,71.181938,52.993835,1,null,null,null,null,null,null,4994.053,null,null,null,null,null,null,800.406,PLCKERC143 G023.02+40.78,0
PLCKERC G153.87+69.31,153.872498,69.319550,178.208130,44.121429,3,null,null,null,null,null,null,761.110,null,null,null,null,null,null,62.196,PLCKERC217 G023.03+40.78,0
PLCKERC G153.88-64.59,153.889648,-64.596832,25.654528,-4.846763,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G153.91-15.65,153.912949,-15.654642,51.654610,37.710705,1,null,null,null,null,null,null,1645.398,null,null,null,null,null,null,271.522,null,0
PLCKERC G153.96+11.17,153.965515,11.176890,80.234055,56.774776,1,null,null,null,null,null,593.011,null,null,null,null,null,null,87.358,null,null,0
PLCKERC G153.98+71.09,153.984940,71.090721,179.706665,42.723534,3,null,null,null,null,null,null,625.509,null,null,null,null,null,null,61.940,null,0
PLCKERC G154.01+04.33,154.016113,4.339294,70.830894,52.609032,2,null,null,null,null,null,1391.748,5238.330,null,null,null,null,null,177.575,526.857,null,0
PLCKERC G154.05-08.83,154.050095,-8.839022,57.203987,43.063389,2,null,null,null,null,null,806.200,2445.985,null,null,null,null,null,157.593,421.097,null,0
PLCKERC G154.05+05.08,154.050613,5.083811,71.805855,53.065804,1,null,null,null,null,null,1765.653,null,null,null,null,null,null,336.255,null,null,0
PLCKERC G154.05+02.15,154.050720,2.159661,68.238602,51.128819,4,null,null,null,null,null,1943.881,6700.836,null,null,null,null,null,213.099,826.052,PLCKERC217 G023.04+22.93,0
PLCKERC G154.07+05.22,154.078812,5.224052,72.014893,53.134380,5,null,null,null,null,559.252,2809.193,11704.135,null,null,null,null,82.778,413.229,1472.253,PLCKERC353 G023.04+22.91,0
PLCKERC G154.12-25.02,154.121567,-25.021355,45.597698,29.803957,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC545 G023.04+22.91,0
PLCKERC G154.13+11.84,154.137817,11.845137,81.430641,56.993176,3,null,null,null,null,null,null,2583.544,null,null,null,null,null,null,265.339,PLCKERC857 G023.04+22.92,0
PLCKERC G154.14-02.57,154.143829,-2.577595,63.170822,47.722168,1,null,null,null,null,null,null,3549.083,null,null,null,null,null,null,408.051,PLCKERC030 G023.07+28.93,0
PLCKERC G154.20+08.97,154.201218,8.971057,77.209732,55.336285,3,null,null,null,null,null,null,2587.159,null,null,null,null,null,null,500.134,null,0
PLCKERC G154.25+49.91,154.251648,49.910549,154.960419,56.978401,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G154.26+74.62,154.262527,74.624260,182.508865,39.883709,3,null,null,null,null,null,null,624.889,null,null,null,null,null,null,63.965,null,0
PLCKERC G154.29-21.52,154.294647,-21.524546,47.965141,32.659988,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G154.33-45.45,154.335510,-45.453465,34.802494,11.998981,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G154.34+02.59,154.342026,2.593275,69.061935,51.207657,6,null,null,null,3939.546,3595.827,10826.193,40389.359,null,null,null,230.388,186.300,778.618,2616.633,null,0
PLCKERC G154.36-16.34,154.364410,-16.342033,51.598179,36.899021,1,null,null,null,null,null,null,1588.033,null,null,null,null,null,null,246.169,null,0
PLCKERC G154.37-25.09,154.376328,-25.097519,45.775875,29.616579,2,null,null,null,null,null,null,1262.501,null,null,null,null,null,null,150.780,null,0
PLCKERC G154.39+01.94,154.390198,1.941219,68.350388,50.731503,4,null,null,null,null,null,3083.024,8531.085,null,null,null,null,null,181.863,701.688,null,0
PLCKERC G154.41+65.95,154.419479,65.957909,174.845261,46.520763,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G154.53-01.26,154.532455,-1.267359,64.949768,48.395992,1,null,null,null,null,null,1272.586,null,null,null,null,null,null,242.557,null,null,0
PLCKERC G154.56+77.15,154.568512,77.157639,184.373779,37.806553,3,null,null,null,null,null,null,900.953,null,null,null,null,null,null,91.769,null,0
PLCKERC G154.59+52.98,154.596909,52.989292,159.338760,55.094795,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G154.62+59.41,154.624680,59.419754,167.691681,51.061581,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC353 G023.11+11.48,0
PLCKERC G154.64+02.42,154.648178,2.429625,69.195816,50.871140,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G154.65+02.47,154.658417,2.476076,69.261307,50.894707,3,2499.738,1878.097,1525.136,null,null,null,null,99.381,169.042,233.868,null,null,null,null,null,1
PLCKERC G154.66-15.36,154.662109,-15.367498,52.605907,37.521614,3,null,null,null,null,653.952,null,8484.007,null,null,null,null,121.019,null,1260.335,null,0
PLCKERC G154.68-39.67,154.688644,-39.672386,37.914162,16.940363,3,null,null,null,null,null,476.541,null,null,null,null,null,null,84.438,null,null,0
PLCKERC G154.69-52.21,154.696503,-52.217827,31.779926,5.923825,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G154.74+70.46,154.748947,70.469597,178.904083,43.044781,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G154.75-25.28,154.753784,-25.280621,45.994289,29.278921,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G154.76+69.92,154.764725,69.921310,178.413391,43.460617,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G154.77+47.99,154.772827,47.998989,151.584045,57.647190,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G154.81+69.28,154.810410,69.281258,177.821457,43.936832,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G154.81-21.37,154.818115,-21.373362,48.545982,32.516014,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC857 G023.14-41.18,0
PLCKERC G154.84+02.41,154.841690,2.412366,69.380539,50.716072,1,null,null,null,null,null,null,14678.896,null,null,null,null,null,null,2156.322,null,0
PLCKERC G154.87-33.18,154.872238,-33.180279,41.494701,22.492012,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G154.91+04.61,154.912323,4.617493,72.125267,52.108200,5,null,null,null,null,658.751,2064.115,8165.133,null,null,null,null,58.411,241.846,837.663,null,0
PLCKERC G154.95-15.18,154.953384,-15.186151,53.026707,37.501232,4,null,null,null,null,null,1561.781,6214.042,null,null,null,null,null,304.748,982.473,null,0
PLCKERC G155.03-36.50,155.034592,-36.501522,39.818439,19.559258,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G155.04+00.02,155.046036,0.029504,66.893311,48.942135,2,null,null,null,null,null,1164.460,4108.810,null,null,null,null,null,143.093,570.339,null,0
PLCKERC G155.04-14.69,155.046890,-14.694902,53.488789,37.841400,4,null,null,null,null,402.771,1657.708,6341.857,null,null,null,null,60.803,168.510,681.364,PLCKERC545 G023.13-55.32,0
PLCKERC G155.06+75.05,155.064636,75.058884,182.635696,39.411114,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC857 G023.14-55.32,0
PLCKERC G155.07-71.71,155.071732,-71.718292,22.658890,-11.336581,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G155.10+65.21,155.103165,65.214684,173.803253,46.869247,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G155.12-47.82,155.120422,-47.823578,34.132412,9.659198,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G155.15+66.46,155.158569,66.468597,175.030212,45.943455,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G155.22-48.96,155.224716,-48.968208,33.636364,8.622313,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G155.25+03.71,155.259979,3.716948,71.376320,51.262253,3,null,null,null,null,null,1774.335,6700.062,null,null,null,null,null,169.438,481.416,PLCKERC545 G023.18+60.83,0
PLCKERC G155.26-32.34,155.263733,-32.348331,42.264305,23.036911,2,null,null,null,null,null,null,1249.838,null,null,null,null,null,null,143.229,PLCKERC857 G023.18+60.82,0
PLCKERC G025.14-25.52,25.148500,-25.526726,302.994263,-17.773956,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G025.21-61.04,25.210892,-61.047161,340.225220,-27.185751,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G025.22+67.11,25.229128,67.117302,217.406387,21.944859,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G025.24-09.07,25.246008,-9.075562,287.542419,-10.921540,3,null,null,null,null,null,null,1144.266,null,null,null,null,null,null,178.692,null,0
PLCKERC G025.29-54.76,25.296535,-54.761658,333.287354,-26.145834,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G025.31-18.39,25.310820,-18.394836,296.224915,-14.826472,2,null,null,null,null,null,null,1112.511,null,null,null,null,null,null,222.053,null,0
PLCKERC G025.35-07.91,25.354103,-7.913758,286.529541,-10.313164,2,null,null,null,null,null,null,1296.763,null,null,null,null,null,null,186.435,null,0
PLCKERC G025.36+06.37,25.369894,6.379507,273.718231,-3.768810,2,null,null,null,null,null,null,5887.902,null,null,null,null,null,null,849.117,null,0
PLCKERC G025.37+26.47,25.371777,26.477261,255.942749,5.651982,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC545 G002.02+28.52,0
PLCKERC G025.37-20.98,25.379976,-20.985373,298.709198,-15.813667,1,null,null,null,null,null,null,1344.465,null,null,null,null,null,null,178.351,null,0
PLCKERC G025.38-18.92,25.382786,-18.928019,296.757416,-14.981848,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G025.38-00.16,25.385988,-0.167372,279.552551,-6.788554,8,null,47881.922,21714.219,24667.607,20787.002,41313.477,136682.609,null,4169.731,1600.927,961.669,802.943,2201.191,9472.225,null,0
PLCKERC G025.50+06.18,25.501478,6.180839,273.955505,-3.745919,5,null,null,null,null,523.401,1814.973,8886.802,null,null,null,null,124.318,281.568,1093.119,null,0
PLCKERC G025.56+39.11,25.566946,39.113945,244.600464,11.486952,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G025.58-64.67,25.583168,-64.677368,344.305389,-27.442602,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G025.62+66.04,25.625034,66.048744,218.553482,21.762999,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G025.63-67.71,25.633228,-67.715599,347.720917,-27.697456,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G025.64+01.06,25.644083,1.062116,278.573242,-5.994149,1,null,null,null,null,null,null,78690.664,null,null,null,null,null,null,4415.017,null,0
PLCKERC G025.68+06.85,25.681374,6.859921,273.437408,-3.270850,4,null,null,null,null,null,2049.506,7191.074,null,null,null,null,null,181.102,627.003,PLCKERC857 G002.03-31.26,0
PLCKERC G025.69+43.63,25.698622,43.638195,240.452850,13.507787,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G025.73+00.16,25.731855,0.168108,279.412323,-6.327291,1,null,null,11546.316,null,null,null,null,null,null,1951.015,null,null,null,null,null,0
PLCKERC G025.78-37.00,25.782917,-37.006207,314.611572,-21.278790,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G025.80+49.04,25.801798,49.044426,235.381943,15.780827,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G025.80+36.74,25.806374,36.744072,246.856720,10.621790,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G025.85-06.32,25.852701,-6.328371,285.312073,-9.164912,1,null,null,null,null,null,451.029,null,null,null,null,null,null,77.100,null,PLCKERC217 G002.04+17.41,0
PLCKERC G025.85+06.23,25.857010,6.232246,274.075104,-3.409287,3,null,null,null,null,null,null,5308.369,null,null,null,null,null,null,699.946,null,0
PLCKERC G025.90+43.92,25.902870,43.929058,240.244202,13.763195,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G025.97+37.74,25.979050,37.743053,246.002762,11.181875,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G026.01+15.60,26.010447,15.608879,265.854980,1.111322,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G026.02+45.75,26.026756,45.757366,238.563202,14.596441,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G026.15+28.19,26.151178,28.195160,254.726562,7.055401,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G026.18+26.62,26.185564,26.627972,256.144867,6.367681,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G026.21+28.07,26.219641,28.077862,254.859497,7.055815,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G026.24+50.46,26.248373,50.469944,234.133911,16.604765,3,null,null,null,null,null,null,566.426,null,null,null,null,null,null,101.904,null,0
PLCKERC G026.27-30.20,26.273043,-30.202372,307.954071,-18.576904,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC353 G002.11+16.39,0
PLCKERC G026.27+01.44,26.277023,1.447594,278.522186,-5.254940,2,null,null,null,null,null,6529.301,25238.178,null,null,null,null,null,1243.121,4963.265,null,0
PLCKERC G026.28+55.61,26.289923,55.616917,229.136002,18.552979,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G026.30+07.05,26.308241,7.050903,273.558746,-2.631328,2,null,null,null,null,null,1344.776,3606.825,null,null,null,null,null,192.716,588.155,null,0
PLCKERC G026.38+01.41,26.384218,1.412646,278.602875,-5.175892,2,null,null,null,null,null,6724.540,null,null,null,null,null,null,962.109,null,null,0
PLCKERC G026.38+67.68,26.389246,67.687042,216.963272,22.540745,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G026.40-54.61,26.407673,-54.610546,333.260620,-25.486444,4,816.619,null,null,620.678,464.746,307.238,null,66.016,null,null,62.605,39.516,41.309,null,null,0
PLCKERC G026.44+01.71,26.442842,1.719868,278.356140,-4.982430,5,null,null,null,2858.597,2645.964,9749.562,37261.844,null,null,null,318.409,301.511,1080.683,4501.692,null,0
PLCKERC G026.45+08.05,26.451258,8.051934,272.738281,-2.039634,3,null,null,null,null,null,2634.410,12489.871,null,null,null,null,null,321.390,1274.861,null,0
PLCKERC G026.51+37.25,26.518465,37.254684,246.640594,11.356049,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G026.52+02.64,26.528341,2.649514,277.567902,-4.478025,1,null,null,null,null,null,null,11238.187,null,null,null,null,null,null,1158.390,null,0
PLCKERC G026.62-16.53,26.626347,-16.535799,295.018219,-12.913815,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC857 G002.13+68.43,0
PLCKERC G026.63+36.91,26.637901,36.918903,246.991455,11.297092,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G026.65-67.53,26.659197,-67.536987,347.558197,-27.293013,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G026.68+57.96,26.680796,57.962582,226.893478,19.580532,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G026.70+28.65,26.700523,28.652805,254.535675,7.693368,6,2180.222,2420.766,1184.366,1119.603,772.481,665.737,null,80.014,155.088,168.957,68.809,31.237,56.000,null,null,0
